Name,Comment,Likes,Time,Reply Count
@ffsneko,"I stopped smoking weed and nicotine at the same time about 5 days ago. The urge to smoke is gone, but Im finding it hard to fall asleep. I've been a chronic user for multiple years and decided to take a T break for my mental and physical health. My head feels more clear but now I can't sleep at night. You explained this a little bit but I feel like I'm stuck between letting my mental health get worse so I can sleep at night or letting my sleep get worse so I can have a clear head and no mental health issues. I know this is normal but how long does it last for??",0,2024-05-05T07:08:10Z,0
@LiveClutch,Well alot of people don’t understand strains there’s over 1000s of them and thay all have different effects to your body and from vape to eating to smoking from glass or paper learn your strain,0,2024-05-05T02:10:19Z,0
@kampfam5586,It’s all mental and everybody different when it comes to the effects from cannabis,0,2024-05-03T10:26:01Z,0
@monabear7287,Dont smoke heavily before you sleep every night. No problems.,0,2024-05-03T07:52:41Z,0
@darrrenbetker4266,if i could find a medication that worked to eliminate my RLS i would stop smoking weed immediately,0,2024-05-03T05:11:02Z,0
@stormsiren7207,"I don't know about anyone else, but I used to be a chronic sufferer of sleep paralysis so much that I was not able to sleep on my back at all, just because of that. As far as I can tell, after a few years of regular use it seems to be entirely gone.",0,2024-05-03T02:49:29Z,0
@tonynelligan1930,changes your sleep. yea smoke it sleep wake up still high and eat something. shit i'm 53 now and been smoking since 21 and guess what i don't eat nor do i sleep anymore without it no joking. if i didn't make sense i'm smoking a joint right now. i forgot i was when i started typing.,0,2024-05-03T00:48:15Z,0
@nicandromartinezsotelo3300,yes to this! I hate it when I raise my tolerance everything goes to the toilet. I smoked yesterday and I feel the drag everywhere. NOt even coffee woke me up as I expected...,0,2024-05-02T18:44:32Z,0
@thamirivonjaahri6378,"I was binge smoker for several years and only issue was lack of dreams (it simply felt like a comma).
In other respects however it allowed me to be more ready in the morning since it prolonged my very short sleep cycle, which is short even by short sleeper standards.
We talk 3-5 hours when sober with three making me just slightly tired, which usually got fixed with a ""Garfield style"" coffee in the morning and 5 making me extremely tired to the point of sometimes calling in sick for the day (as strange as it may sound sleeping over 6 hours when clean and off never helped and in general I always felt like a zombie in the morning). Weed improved this insomnia-like state by adding hour or two while eliminating the tiredness almost completely. It also greatly helped with other issues such as my tendency towards anger outbursts (even when not high), voracious hunger, restlessness, depressions, ...and so on.

And for those who think that talking to proffessional could help...it never did. On the contrary it always just made things worse.",0,2024-05-02T05:09:10Z,0
@K0RP53,Weed gives me insomnia. I'm tired but the mind races and its always negative.,0,2024-05-02T04:29:29Z,1
@K0RP53,@santiagoleo k?,0,2024-05-02T22:39:46Z,
@stevenpersamanos23,Actually my Oura Ring says my REM Sleep is excellent. I find my deep sleep is sometimes lacking. But my REM sleep is very good. Plus I have less sleep disturbances when I smoke Cannabis. Plus my sleep disturbances are less.,0,2024-05-02T03:55:15Z,0
@pnosa,without one mention of indica vs sativa: this video is essentially pointless,0,2024-05-01T21:19:31Z,0
@randomuser3555,"HI there, I am a recovering Oxy-addict. I was also on a ton of Zanax. It was all legal and prescribed. Getting clean from both, cold turkey, at the same time seemed to have permanently ruined my sleep patterns. During withdrawal I did not sleep for about a week and a half.  At one point I had a revolver to my head and wanted out. My wife and my puppy happened to walk in and I broke down and asked for help. SO- After all of this I suffer from frequent insomnia as well as anxiety attacks. In Texas you can't get straight weed, you can get a D8, D9-D11 vaporizer though. I have to say, it really helped me in the rest department. I think THC and CBD could really help a lot of people. I have yet to notice side effects and I use a fit-bit which shows a good REM cycle and more sleep overall.",0,2024-05-01T14:24:33Z,0
@theroamingwolf4252,I watched this before I smoked and went back to bed 🤙,0,2024-05-01T11:58:13Z,0
@notskipbayless7918,"I been smoking daily for almost 13 years. No tolerance break. Maybe go 3-5 days without bud every now and then. An I still sleep well. I’ll just smoke a blunt, drink a class of water with some Tylenol PM and I’m out. Now do I sleep throughout the night. Not always no. But it’s always nice when I do",0,2024-04-29T10:57:33Z,0
@kapfi96,Bullshit,0,2024-04-28T18:54:46Z,0
@bonniesmith-qo5ls,Me watching this high be like,0,2024-04-28T13:51:42Z,0
@studyhistory2ctruth,"I quit smoking weed and slept better after about a month. Lost a lot of weight and had a ton more energy. My stress was reduced which as well I always thought it was helping with it. If you have been smoking for years and want to quit cut back and only do it on weekends, then once a week then every other. I found was the best way to stop.",1,2024-04-28T12:02:37Z,0
@jesseoterrell1096,Sativa will not help with sleeping it will wake you up and keep you up and if it is grown with a lot of banana peels and carrots good nitrogen and fructose syrup the high is close to heroin...,0,2024-04-28T08:16:50Z,0
@sirhcnegriv5242,I need to stop blazing it,0,2024-04-27T18:57:50Z,0
@biggienorm420,Smoked for over 20 years. I work 6 days a week. I sleep from 9-5 every night and don't use an alarm clock. Most of you just have inferior genetics,0,2024-04-27T12:55:36Z,0
@foresightstudios9919,420 game on itch and Steam called Weedys World. 1 or 2 player Pac-man Sim,0,2024-04-27T03:11:46Z,0
@nonoahhh,"3 days sober after 23 years of heavy use. Got tired of this addiction. The detoxing really sucks, I’m ready for the next chapter 👉",0,2024-04-26T07:32:40Z,0
@giln4689,@asapscience we are interested in knowing how long THC will affect sleep? If you smoke it at 12pm does it still affect you if you sleep at 11pm? Does the effect last days? As long as it’s stored in your fat? Etc..,0,2024-04-26T05:40:54Z,0
@user-cw1mk1zf7z,after seeing his eyes I believe he is smoking  something else :),0,2024-04-25T20:22:35Z,0
@2alibtard,"""Repeated use of cannabis can actually start to cause problems.""  #Truth",0,2024-04-25T19:37:18Z,0
@benrobinson375,"I didn't realise Canada had more marijuana shops than McDonalds and Starbucks, that's wild.",0,2024-04-24T21:19:13Z,0
@PlagueDrReiss,"I've had been smoking for 39 years, your statistics are crap, never had any issues, take care of your body, diabetes is your eating habits and exercise.",0,2024-04-23T20:31:49Z,0
@weekendskull2384,all my dreams got more vivid when I start smokin pot,0,2024-04-23T19:20:08Z,0
@Plantbliss,I have fibromyalgia and I am thankful lortab and meds like that never worked for me. Weed turns it off like a switch. I was talking to my husband the other day and he says I snore much less than I did before weed. It’s changed my life for the better. Weed gave me my life back. Before it I had a plan and everything. I don’t think like that anymore,0,2024-04-23T17:40:59Z,0
@christianlandmark2461,"Recently took a break from smoking weed after pretty much 18 years straight smoking. First few days are just so hard to fall asleep its very off putting and you really crave taking a hit before bed just so you can go to sleep. After that hump its crazy how refreshing it is for your mind, ive had crazy vivid dreams like I havent really had since before I started smoking, also despite sleeping in less and getting less total hours of sleep I feel so much more rested and fresher in the morning. Im back smoking now after my break and not getting those crazy dreams anymore, my sleep quality still feels pretty good but not as good as when I was on the break. I feel like the sleep quality issue builds up if you smoke chronicllly for a long period of time and never give your brain a chance to rest properly. I am looking forward to taking more breaks like this in future, makes it more enjoyable to smoke when you do and it feels great to not for a while too.",0,2024-04-23T14:18:49Z,0
@reidobarril198,"Eu tinha problemas serios com insonia e sempre dormia pela manhã, depois que comecei a fumar durmo bem e acordo bem disposto",0,2024-04-23T10:16:26Z,0
@drifterh7240,I suffer from severe insomnia and I quit THC nine months ago and still I'm suffering... I don't feel I sleep much better than when using.,0,2024-04-23T07:57:10Z,0
@NightfallShadow,"CBN gives you really good sleep. When it comes to cannabinoids, this is the one you want for insomnia or just getting to sleep sooner and better with not waking up in the middle of the night as much.",0,2024-04-23T04:45:26Z,0
@eriknielsen68,I take a bong hit and go to bed. Best sleep I've ever had.,0,2024-04-23T03:02:23Z,1
@smashroyale661,I feel like these videos say one thing and I experince another?,0,2024-04-23T15:55:01Z,
@boazbrandao7063,The amounts of dreams you have when you quit is crazy! I'm almost 1 month without weed and still having a bunch of psychedelic dreams per night (not in a good way),0,2024-04-23T02:18:09Z,0
@Jenny0221,Well I find after 40 yrs the of smoking every evening and I find that cooking you weed and filling ooo caps one per night works always assists in having  a good nights sleep,0,2024-04-22T05:03:16Z,0
@1Scital1,Literally was confused as to why I don't have dreams.,0,2024-04-22T02:04:39Z,0
@bille8248,"I would love a video on the effects of marijuana on the digestive system and on people prone to digestive issues (very prevalent in my family such as celiac disease, Crohn's, acid reflux etc.).",0,2024-04-21T20:10:57Z,0
